Name,State,Country,Location
Annapolis,Maryland,US,"38.97845 , -76.49218"
Arbutus,Maryland,US,"39.25455 , -76.69997"
Arnold,Maryland,US,"39.03206 , -76.50274"
Baltimore,Maryland,US,"39.29038 , -76.61219"
Bel Air North,Maryland,US,"39.55429 , -76.37309"
Bel Air South,Maryland,US,"39.50506 , -76.31977"
Carney,Maryland,US,"39.39427 , -76.52358"
Catonsville,Maryland,US,"39.27205 , -76.73192"
Columbia,Maryland,US,"39.24038 , -76.83942"
Crofton,Maryland,US,"39.00178 , -76.68747"
Dundalk,Maryland,US,"39.25066 , -76.52052"
Edgewood,Maryland,US,"39.41872 , -76.2944"
Eldersburg,Maryland,US,"39.40371 , -76.95026"
West Elkridge,Maryland,US,"39.20705 , -76.72692"
Ellicott City,Maryland,US,"39.26733 , -76.79831"
Essex,Maryland,US,"39.30927 , -76.47496"
Glen Burnie,Maryland,US,"39.16261 , -76.62469"
Lochearn,Maryland,US,"39.34066 , -76.72219"
Middle River,Maryland,US,"39.33427 , -76.43941"
Milford Mill,Maryland,US,"39.34788 , -76.76997"
Odenton,Maryland,US,"39.084 , -76.70025"
Parkville,Maryland,US,"39.37733 , -76.53969"
Perry Hall,Maryland,US,"39.41261 , -76.46357"
Pikesville,Maryland,US,"39.37427 , -76.72247"
Randallstown,Maryland,US,"39.36733 , -76.79525"
Reisterstown,Maryland,US,"39.46976 , -76.8319"
Salisbury,Maryland,US,"38.36067 , -75.59937"
Severn,Maryland,US,"39.13705 , -76.6983"
Severna Park,Maryland,US,"39.07039 , -76.54524"
South Gate,Maryland,US,"39.129 , -76.6258"
Towson,Maryland,US,"39.4015 , -76.60191"
Campbell,California,US,"37.28717 , -121.94996"
Gilroy,California,US,"37.00578 , -121.56828"
Los Gatos,California,US,"37.22661 , -121.97468"
Milpitas,California,US,"37.42827 , -121.90662"
Morgan Hill,California,US,"37.1305 , -121.65439"
San Jose,California,US,"37.33939 , -121.89496"
Santa Clara,California,US,"37.35411 , -121.95524"
Saratoga,California,US,"37.26383 , -122.02301"
Sunnyvale,California,US,"37.36883 , -122.03635"
Alpharetta,Georgia,US,"34.07538 , -84.29409"
Atlanta,Georgia,US,"33.749 , -84.38798"
Candler-McAfee,Georgia,US,"33.72672 , -84.27246"
College Park,Georgia,US,"33.65344 , -84.44937"
College Park,Georgia,US,"33.65344 , -84.44937"
Douglasville,Georgia,US,"33.7515 , -84.74771"
Duluth,Georgia,US,"34.00288 , -84.14464"
Dunwoody,Georgia,US,"33.94621 , -84.33465"
East Point,Georgia,US,"33.67955 , -84.43937"
Forest Park,Georgia,US,"33.62205 , -84.36909"
Gainesville,Georgia,US,"34.29788 , -83.82407"
Griffin,Georgia,US,"33.24678 , -84.26409"
Kennesaw,Georgia,US,"34.02343 , -84.61549"
Lawrenceville,Georgia,US,"33.95621 , -83.98796"
Mableton,Georgia,US,"33.81872 , -84.58243"
Marietta,Georgia,US,"33.9526 , -84.54993"
Atlanta,Georgia,US,"33.749 , -84.38798"
Peachtree City,Georgia,US,"33.39678 , -84.59576"
Redan,Georgia,US,"33.74538 , -84.13158"
Roswell,Georgia,US,"34.02316 , -84.36159"
Sandy Springs,Georgia,US,"33.92427 , -84.37854"
Smyrna,Georgia,US,"33.88399 , -84.51438"
Tucker,Georgia,US,"33.85455 , -84.21714"
South Charleston,West Virginia,US,"38.36843 , -81.69957"
Huntington,West Virginia,US,"38.41925 , -82.44515"
Morgantown,West Virginia,US,"39.62953 , -79.9559"
Parkersburg,West Virginia,US,"39.26674 , -81.56151"
Weirton,West Virginia,US,"40.41896 , -80.58952"
Wheeling,West Virginia,US,"40.06396 , -80.72091"
Arlington,Texas,US,"32.73569 , -97.10807"
Bedford,Texas,US,"32.84402 , -97.14307"
Benbrook,Texas,US,"32.67319 , -97.46058"
Burleson,Texas,US,"32.54208 , -97.32085"
Cleburne,Texas,US,"32.34764 , -97.38668"
Euless,Texas,US,"32.83707 , -97.08195"
Fort Worth,Texas,US,"32.72541 , -97.32085"
Grapevine,Texas,US,"32.93429 , -97.07807"
Haltom City,Texas,US,"32.79957 , -97.26918"
Hurst,Texas,US,"32.82346 , -97.17057"
Keller,Texas,US,"32.93457 , -97.25168"
Mansfield,Texas,US,"32.56319 , -97.14168"
North Richland Hills,Texas,US,"32.8343 , -97.2289"
Southlake,Texas,US,"32.94124 , -97.13418"
Watauga,Texas,US,"32.85791 , -97.25474"
Bismarck,North Dakota,US,"46.80833 , -100.78374"
West Fargo,North Dakota,US,"46.87497 , -96.90036"
Grand Forks,North Dakota,US,"47.92526 , -97.03285"
Minot,North Dakota,US,"48.23251 , -101.29627"
Henderson,Nevada,US,"36.0397 , -114.98194"
North Las Vegas,Nevada,US,"36.19886 , -115.1175"
North Las Vegas,Nevada,US,"36.19886 , -115.1175"
Paradise,Nevada,US,"36.09719 , -115.14666"
Spring Valley,Nevada,US,"36.10803 , -115.245"
Sunrise Manor,Nevada,US,"36.21108 , -115.07306"
Winchester,Nevada,US,"36.12997 , -115.11889"
Alexandria,Virginia,US,"38.80484 , -77.04692"
Annandale,Virginia,US,"38.83039 , -77.19637"
Arlington,Virginia,US,"38.88101 , -77.10428"
Burke,Virginia,US,"38.79345 , -77.27165"
Centreville,Virginia,US,"38.84039 , -77.42888"
Chantilly,Virginia,US,"38.89428 , -77.4311"
Dale City,Virginia,US,"38.63706 , -77.31109"
Fairfax,Virginia,US,"38.84622 , -77.30637"
Franconia,Virginia,US,"38.78206 , -77.14637"
Groveton,Virginia,US,"38.76734 , -77.0847"
Herndon,Virginia,US,"38.96955 , -77.3861"
Lake Ridge,Virginia,US,"38.68789 , -77.29776"
Leesburg,Virginia,US,"39.11566 , -77.5636"
Manassas,Virginia,US,"38.75095 , -77.47527"
McLean,Virginia,US,"38.93428 , -77.17748"
Mount Vernon,Virginia,US,"38.71919 , -77.10726"
Oakton,Virginia,US,"38.88095 , -77.30082"
Reston,Virginia,US,"38.96872 , -77.3411"
West Springfield,Virginia,US,"38.77261 , -77.22109"
West Springfield,Virginia,US,"38.77261 , -77.22109"
Charlotte,North Carolina,US,"35.22709 , -80.84313"
Concord,North Carolina,US,"35.40888 , -80.58158"
South Gastonia,North Carolina,US,"35.2193 , -81.20563"
Huntersville,North Carolina,US,"35.41069 , -80.84285"
Kannapolis,North Carolina,US,"35.48736 , -80.62173"
Matthews,North Carolina,US,"35.11681 , -80.72368"
Monroe,North Carolina,US,"34.98543 , -80.54951"
Salisbury,North Carolina,US,"35.67097 , -80.47423"
Statesville,North Carolina,US,"35.78264 , -80.8873"
Athens,Georgia,US,"33.96095 , -83.37794"
Augusta,Georgia,US,"33.47097 , -81.97484"
Columbus,Georgia,US,"32.46098 , -84.98771"
Dalton,Georgia,US,"34.7698 , -84.97022"
La Grange,Georgia,US,"33.03929 , -85.03133"
Martinez,Georgia,US,"33.51736 , -82.07567"
Rome,Georgia,US,"34.25704 , -85.16467"
Benicia,California,US,"38.04937 , -122.15858"
Eureka,California,US,"40.80207 , -124.16367"
Fairfield,California,US,"38.24936 , -122.03997"
Napa,California,US,"38.29714 , -122.28553"
Petaluma,California,US,"38.23242 , -122.63665"
Rohnert Park,California,US,"38.33964 , -122.7011"
Santa Rosa,California,US,"38.44047 , -122.71443"
Suisun,California,US,"38.23825 , -122.04024"
Vacaville,California,US,"38.35658 , -121.98774"
Vallejo,California,US,"38.10409 , -122.25664"
Windsor,California,US,"38.54713 , -122.81638"
Bellwood,Illinois,US,"41.88142 , -87.88312"
Berwyn,Illinois,US,"41.85059 , -87.79367"
Blue Island,Illinois,US,"41.65726 , -87.68005"
Burbank,Illinois,US,"41.73392 , -87.7795"
Calumet City,Illinois,US,"41.61559 , -87.52949"
Chicago Heights,Illinois,US,"41.50615 , -87.6356"
Cicero,Illinois,US,"41.84559 , -87.75394"
Dolton,Illinois,US,"41.63892 , -87.60727"
Elmwood Park,Illinois,US,"41.92114 , -87.80923"
Evergreen Park,Illinois,US,"41.72059 , -87.70172"
Harvey,Illinois,US,"41.61003 , -87.64671"
Lansing,Illinois,US,"41.56476 , -87.53893"
Maywood,Illinois,US,"41.8792 , -87.84312"
Melrose Park,Illinois,US,"41.90059 , -87.85673"
Oak Forest,Illinois,US,"41.60281 , -87.74394"
Oak Lawn,Illinois,US,"41.71087 , -87.75811"
Oak Park,Illinois,US,"41.88503 , -87.7845"
Orland Park,Illinois,US,"41.63031 , -87.85394"
Park Forest,Illinois,US,"41.49142 , -87.67449"
South Holland,Illinois,US,"41.60087 , -87.60699"
Tinley Park,Illinois,US,"41.57337 , -87.78449"
Council Bluffs,Iowa,US,"41.26194 , -95.86083"
Sioux City,Iowa,US,"42.49999 , -96.40031"
Alvin,Texas,US,"29.42385 , -95.2441"
Atascocita,Texas,US,"29.99883 , -95.1766"
Baytown,Texas,US,"29.7355 , -94.97743"
Channelview,Texas,US,"29.77606 , -95.11465"
Cloverleaf,Texas,US,"29.77828 , -95.17188"
Deer Park,Texas,US,"29.70523 , -95.12382"
Friendswood,Texas,US,"29.5294 , -95.20104"
South Houston,Texas,US,"29.66301 , -95.23549"
La Porte,Texas,US,"29.66578 , -95.01937"
League City,Texas,US,"29.50745 , -95.09493"
Mission Bend,Texas,US,"29.69384 , -95.66495"
Missouri City,Texas,US,"29.61857 , -95.53772"
Pasadena,Texas,US,"29.69106 , -95.2091"
Pearland,Texas,US,"29.56357 , -95.28605"
Rosenberg,Texas,US,"29.55718 , -95.80856"
Spring,Texas,US,"30.07994 , -95.41716"
Sugar Land,Texas,US,"29.61968 , -95.63495"
The Woodlands,Texas,US,"30.15799 , -95.48938"
Anaheim,California,US,"33.83529 , -117.9145"
Brea,California,US,"33.91668 , -117.90006"
Buena Park,California,US,"33.86751 , -117.99812"
Cypress,California,US,"33.81696 , -118.03729"
Fountain Valley,California,US,"33.70918 , -117.95367"
Fullerton,California,US,"33.87029 , -117.92534"
Garden Grove,California,US,"33.77391 , -117.94145"
Huntington Beach,California,US,"33.6603 , -117.99923"
Orange,California,US,"33.78779 , -117.85311"
Placentia,California,US,"33.87224 , -117.87034"
Santa Ana,California,US,"33.74557 , -117.86783"
Stanton,California,US,"33.80252 , -117.99312"
North Tustin,California,US,"33.76446 , -117.79394"
Westminster,California,US,"33.75918 , -118.00673"
Yorba Linda,California,US,"33.88863 , -117.81311"
Eau Claire,Wisconsin,US,"44.81135 , -91.49849"
Stevens Point,Wisconsin,US,"44.52358 , -89.57456"
Superior,Wisconsin,US,"46.72077 , -92.10408"
Wausau,Wisconsin,US,"44.95914 , -89.63012"
Buffalo,New York,US,"42.88645 , -78.87837"
Cheektowaga,New York,US,"42.90339 , -78.75475"
Jamestown,New York,US,"42.097 , -79.23533"
South Lockport,New York,US,"43.15006 , -78.6967"
Niagara Falls,New York,US,"43.0945 , -79.05671"
North Tonawanda,New York,US,"43.03867 , -78.8642"
Tonawanda,New York,US,"42.98499 , -78.87798"
West Seneca,New York,US,"42.85006 , -78.79975"
Harrisburg,Pennsylvania,US,"40.2737 , -76.88442"
Lancaster,Pennsylvania,US,"40.03788 , -76.30551"
Lebanon,Pennsylvania,US,"40.34093 , -76.41135"
York,Pennsylvania,US,"39.9626 , -76.72774"
The Bronx,New York,US,"40.84985 , -73.86641"
Brooklyn,New York,US,"40.6501 , -73.94958"
New York City,New York,US,"40.71427 , -74.00597"
Borough of Queens,New York,US,"40.68149 , -73.83652"
Staten Island,New York,US,"40.56233 , -74.13986"
Colorado Springs,Colorado,US,"38.83388 , -104.82136"
Pueblo West,Colorado,US,"38.35 , -104.72275"
Security-Widefield,Colorado,US,"38.74728 , -104.71439"
Arvada,Colorado,US,"39.80276 , -105.08748"
Aurora,Colorado,US,"39.72943 , -104.83192"
Boulder,Colorado,US,"40.01499 , -105.27055"
Brighton,Colorado,US,"39.98526 , -104.82053"
Broomfield,Colorado,US,"39.92054 , -105.08665"
Castle Rock,Colorado,US,"39.37221 , -104.85609"
Castlewood,Colorado,US,"39.58471 , -104.90109"
Columbine,Colorado,US,"39.58777 , -105.06943"
Commerce City,Colorado,US,"39.80832 , -104.93387"
Denver,Colorado,US,"39.73915 , -104.9847"
Englewood,Colorado,US,"39.64777 , -104.98776"
Highlands Ranch,Colorado,US,"39.55388 , -104.96943"
Ken Caryl,Colorado,US,"39.57582 , -105.11221"
Lafayette,Colorado,US,"39.9936 , -105.08971"
Lakewood,Colorado,US,"39.70471 , -105.08137"
Littleton,Colorado,US,"39.61332 , -105.01665"
Longmont,Colorado,US,"40.16721 , -105.10193"
Loveland,Colorado,US,"40.39776 , -105.07498"
Northglenn,Colorado,US,"39.88554 , -104.9872"
Parker,Colorado,US,"39.5186 , -104.76136"
Southglenn,Colorado,US,"39.58721 , -104.95276"
Thornton,Colorado,US,"39.86804 , -104.97192"
Westminster,Colorado,US,"39.83665 , -105.0372"
Wheat Ridge,Colorado,US,"39.7661 , -105.07721"
Monroeville,Pennsylvania,US,"40.42118 , -79.7881"
New Castle,Pennsylvania,US,"41.00367 , -80.34701"
Plum,Pennsylvania,US,"40.50035 , -79.74949"
Upper Saint Clair,Pennsylvania,US,"40.3359 , -80.08339"
Henderson,Nevada,US,"36.0397 , -114.98194"
North Las Vegas,Nevada,US,"36.19886 , -115.1175"
North Las Vegas,Nevada,US,"36.19886 , -115.1175"
Paradise,Nevada,US,"36.09719 , -115.14666"
Spring Valley,Nevada,US,"36.10803 , -115.245"
Sunrise Manor,Nevada,US,"36.21108 , -115.07306"
Winchester,Nevada,US,"36.12997 , -115.11889"
Bayonet Point,Florida,US,"28.32667 , -82.68343"
Clearwater,Florida,US,"27.96585 , -82.8001"
Dunedin,Florida,US,"28.0199 , -82.77323"
Holiday,Florida,US,"28.18779 , -82.73955"
Largo,Florida,US,"27.90979 , -82.78842"
Lealman,Florida,US,"27.82114 , -82.67927"
Palm Harbor,Florida,US,"28.07807 , -82.76371"
Pinellas Park,Florida,US,"27.8428 , -82.69954"
Saint Petersburg,Florida,US,"27.77086 , -82.67927"
Tarpon Springs,Florida,US,"28.14612 , -82.75677"
Jackson,Tennessee,US,"35.61452 , -88.81395"
Carteret,New Jersey,US,"40.57733 , -74.2282"
East Brunswick,New Jersey,US,"40.42788 , -74.41598"
Edison,New Jersey,US,"40.51872 , -74.4121"
Lakewood,New Jersey,US,"40.09789 , -74.21764"
West Long Branch,New Jersey,US,"40.29039 , -74.01764"
New Brunswick,New Jersey,US,"40.48622 , -74.45182"
East Brunswick,New Jersey,US,"40.42788 , -74.41598"
North Plainfield,New Jersey,US,"40.6301 , -74.42737"
South Old Bridge,New Jersey,US,"40.40816 , -74.35432"
Perth Amboy,New Jersey,US,"40.50677 , -74.26542"
Rahway,New Jersey,US,"40.60816 , -74.27765"
Sayreville,New Jersey,US,"40.45927 , -74.36098"
Somerset,New Jersey,US,"40.4976 , -74.48849"
Toms River,New Jersey,US,"39.95373 , -74.19792"
Ann Arbor,Michigan,US,"42.27756 , -83.74088"
Canton,Michigan,US,"42.30865 , -83.48216"
Garden City,Michigan,US,"42.32559 , -83.33104"
Livonia,Michigan,US,"42.36837 , -83.35271"
South Monroe,Michigan,US,"41.89588 , -83.41771"
Plymouth,Michigan,US,"42.37143 , -83.47021"
Romulus,Michigan,US,"42.22226 , -83.3966"
Southgate,Michigan,US,"42.21393 , -83.19381"
Westland,Michigan,US,"42.3242 , -83.40021"
Wyandotte,Michigan,US,"42.21421 , -83.14992"
Ypsilanti,Michigan,US,"42.24115 , -83.61299"
Austin,Texas,US,"30.26715 , -97.74306"
Cedar Park,Texas,US,"30.5052 , -97.82029"
Georgetown,Texas,US,"30.63269 , -97.67723"
Round Rock,Texas,US,"30.50826 , -97.6789"
San Marcos,Texas,US,"29.88327 , -97.94139"
Athens,Ohio,US,"39.32924 , -82.10126"
Chillicothe,Ohio,US,"39.33312 , -82.9824"
Delaware,Ohio,US,"40.29867 , -83.06797"
Lancaster,Ohio,US,"39.71368 , -82.59933"
Marion,Ohio,US,"40.58867 , -83.12852"
Newark,Ohio,US,"40.05812 , -82.40126"
Portsmouth,Ohio,US,"38.73174 , -82.99767"
Zanesville,Ohio,US,"39.94035 , -82.01319"
Asheboro,North Carolina,US,"35.70791 , -79.81364"
Burlington,North Carolina,US,"36.09569 , -79.4378"
Greensboro,North Carolina,US,"36.07264 , -79.79198"
High Point,North Carolina,US,"35.95569 , -80.00532"
Winston-Salem,North Carolina,US,"36.09986 , -80.24422"
Agoura Hills,California,US,"34.13639 , -118.77453"
Burbank,California,US,"34.18084 , -118.30897"
Calabasas,California,US,"34.15778 , -118.63842"
North Glendale,California,US,"34.16056 , -118.26452"
La Cañada Flintridge,California,US,"34.19917 , -118.18785"
San Fernando,California,US,"34.28195 , -118.43897"
Coconut Creek,Florida,US,"26.25175 , -80.17894"
Cooper City,Florida,US,"26.05731 , -80.27172"
Coral Springs,Florida,US,"26.27119 , -80.2706"
Dania Beach,Florida,US,"26.05231 , -80.14393"
Davie,Florida,US,"26.06287 , -80.2331"
Deerfield Beach,Florida,US,"26.31841 , -80.09977"
Fort Lauderdale,Florida,US,"26.12231 , -80.14338"
Hallandale Beach,Florida,US,"25.9812 , -80.14838"
Hollywood,Florida,US,"26.0112 , -80.14949"
Lauderdale Lakes,Florida,US,"26.16647 , -80.20838"
Lauderhill,Florida,US,"26.14036 , -80.21338"
Margate,Florida,US,"26.24453 , -80.20644"
North Lauderdale,Florida,US,"26.2173 , -80.22588"
Pembroke Pines,Florida,US,"26.00315 , -80.22394"
Plantation,Florida,US,"26.13421 , -80.23184"
Pompano Beach,Florida,US,"26.23786 , -80.12477"
Sunrise,Florida,US,"26.13397 , -80.1131"
Tamarac,Florida,US,"26.21286 , -80.24977"
Weston,Florida,US,"26.10037 , -80.39977"
Chesapeake,Virginia,US,"36.81904 , -76.27494"
Hampton,Virginia,US,"37.02987 , -76.34522"
Newport News,Virginia,US,"36.97876 , -76.428"
Norfolk,Virginia,US,"36.84681 , -76.28522"
Portsmouth,Virginia,US,"36.83543 , -76.29827"
Suffolk,Virginia,US,"36.72836 , -76.58496"
Virginia Beach,Virginia,US,"36.85293 , -75.97799"
Apple Valley,California,US,"34.50083 , -117.18588"
Barstow,California,US,"34.89859 , -117.02282"
Brawley,California,US,"32.97866 , -115.53027"
Calexico,California,US,"32.67895 , -115.49888"
Carlsbad,California,US,"33.15809 , -117.35059"
Cathedral City,California,US,"33.77974 , -116.46529"
Coachella,California,US,"33.6803 , -116.17389"
El Centro,California,US,"32.792 , -115.56305"
Encinitas,California,US,"33.03699 , -117.29198"
Escondido,California,US,"33.11921 , -117.08642"
Fallbrook,California,US,"33.37642 , -117.25115"
Hesperia,California,US,"34.42639 , -117.30088"
Indio,California,US,"33.7207 , -116.21677"
La Quinta,California,US,"33.66336 , -116.31001"
Oceanside,California,US,"33.19587 , -117.37948"
Palm Desert,California,US,"33.72255 , -116.37697"
Palm Springs,California,US,"33.8303 , -116.54529"
Ridgecrest,California,US,"35.62246 , -117.6709"
San Marcos,California,US,"33.14337 , -117.16614"
Victorville,California,US,"34.53611 , -117.29116"
Vista,California,US,"33.20004 , -117.24254"
Athens,Georgia,US,"33.96095 , -83.37794"
Augusta,Georgia,US,"33.47097 , -81.97484"
Columbus,Georgia,US,"32.46098 , -84.98771"
Dalton,Georgia,US,"34.7698 , -84.97022"
La Grange,Georgia,US,"33.03929 , -85.03133"
Martinez,Georgia,US,"33.51736 , -82.07567"
Rome,Georgia,US,"34.25704 , -85.16467"
Blaine,Minnesota,US,"45.1608 , -93.23495"
Brooklyn Center,Minnesota,US,"45.07608 , -93.33273"
Brooklyn Park,Minnesota,US,"45.09413 , -93.35634"
Champlin,Minnesota,US,"45.18885 , -93.39745"
West Coon Rapids,Minnesota,US,"45.15969 , -93.34967"
Fridley,Minnesota,US,"45.08608 , -93.26328"
Maple Grove,Minnesota,US,"45.07246 , -93.45579"
New Hope,Minnesota,US,"45.03802 , -93.38662"
Plymouth,Minnesota,US,"45.01052 , -93.45551"
Anderson,Indiana,US,"40.10532 , -85.68025"
Kokomo,Indiana,US,"40.48643 , -86.1336"
West Lafayette,Indiana,US,"40.42587 , -86.90807"
Marion,Indiana,US,"40.55837 , -85.65914"
Muncie,Indiana,US,"40.19338 , -85.38636"
Richmond,Indiana,US,"39.82894 , -84.89024"
West Lafayette,Indiana,US,"40.42587 , -86.90807"
Clinton,Mississippi,US,"32.34153 , -90.32176"
West Hattiesburg,Mississippi,US,"31.31906 , -89.37506"
Jackson,Mississippi,US,"32.29876 , -90.18481"
Meridian,Mississippi,US,"32.36431 , -88.70366"
Pearl,Mississippi,US,"32.27459 , -90.13203"
Ridgeland,Mississippi,US,"32.42848 , -90.13231"
Vicksburg,Mississippi,US,"32.35265 , -90.87788"
Alpharetta,Georgia,US,"34.07538 , -84.29409"
Atlanta,Georgia,US,"33.749 , -84.38798"
College Park,Georgia,US,"33.65344 , -84.44937"
Douglasville,Georgia,US,"33.7515 , -84.74771"
Duluth,Georgia,US,"34.00288 , -84.14464"
Dunwoody,Georgia,US,"33.94621 , -84.33465"
Forest Park,Georgia,US,"33.62205 , -84.36909"
Gainesville,Georgia,US,"34.29788 , -83.82407"
Griffin,Georgia,US,"33.24678 , -84.26409"
Kennesaw,Georgia,US,"34.02343 , -84.61549"
Lawrenceville,Georgia,US,"33.95621 , -83.98796"
Mableton,Georgia,US,"33.81872 , -84.58243"
Marietta,Georgia,US,"33.9526 , -84.54993"
Atlanta,Georgia,US,"33.749 , -84.38798"
Peachtree City,Georgia,US,"33.39678 , -84.59576"
Redan,Georgia,US,"33.74538 , -84.13158"
Roswell,Georgia,US,"34.02316 , -84.36159"
Sandy Springs,Georgia,US,"33.92427 , -84.37854"
Smyrna,Georgia,US,"33.88399 , -84.51438"
Tucker,Georgia,US,"33.85455 , -84.21714"
Fort Pierce South,Florida,US,"27.40962 , -80.35483"
Palm City,Florida,US,"27.16783 , -80.26616"
Port Saint Lucie,Florida,US,"27.29393 , -80.35033"
Vero Beach South,Florida,US,"27.61638 , -80.41308"
West Chicago,Illinois,US,"41.88475 , -88.20396"
Attleboro,Massachusetts,US,"41.94454 , -71.28561"
Barnstable,Massachusetts,US,"41.70011 , -70.29947"
Brockton,Massachusetts,US,"42.08343 , -71.01838"
Fall River,Massachusetts,US,"41.70149 , -71.15505"
Framingham,Massachusetts,US,"42.27926 , -71.41617"
Franklin,Massachusetts,US,"42.08343 , -71.39673"
Marlborough,Massachusetts,US,"42.34593 , -71.55229"
Milford,Massachusetts,US,"42.13982 , -71.51617"
New Bedford,Massachusetts,US,"41.63622 , -70.93421"
Taunton,Massachusetts,US,"41.9001 , -71.08977"
Worcester,Massachusetts,US,"42.26259 , -71.80229"
Carson City,Nevada,US,"39.1638 , -119.7674"
Pahrump,Nevada,US,"36.20829 , -115.98391"
Reno,Nevada,US,"39.52963 , -119.8138"
Sparks,Nevada,US,"39.53491 , -119.75269"
Belvidere,Illinois,US,"42.26391 , -88.84427"
Crystal Lake,Illinois,US,"42.24113 , -88.3162"
DeKalb,Illinois,US,"41.92947 , -88.75036"
Freeport,Illinois,US,"42.29669 , -89.62123"
Joliet,Illinois,US,"41.52519 , -88.0834"
Kankakee,Illinois,US,"41.12003 , -87.86115"
Loves Park,Illinois,US,"42.32002 , -89.05816"
Machesney Park,Illinois,US,"42.34724 , -89.039"
McHenry,Illinois,US,"42.33335 , -88.26675"
Rockford,Illinois,US,"42.27113 , -89.094"
Romeoville,Illinois,US,"41.64753 , -88.08951"
Woodstock,Illinois,US,"42.31474 , -88.4487"
Arlington,Massachusetts,US,"42.41537 , -71.15644"
Braintree,Massachusetts,US,"42.22232 , -70.99949"
Burlington,Massachusetts,US,"42.50482 , -71.19561"
Dedham,Massachusetts,US,"42.24177 , -71.16616"
Lexington,Massachusetts,US,"42.44732 , -71.2245"
Lynn,Massachusetts,US,"42.46676 , -70.94949"
Malden,Massachusetts,US,"42.4251 , -71.06616"
Marblehead,Massachusetts,US,"42.5001 , -70.85783"
Medford,Massachusetts,US,"42.41843 , -71.10616"
Melrose,Massachusetts,US,"42.45843 , -71.06616"
Needham,Massachusetts,US,"42.28343 , -71.23283"
Norwood,Massachusetts,US,"42.19454 , -71.1995"
Randolph,Massachusetts,US,"42.1626 , -71.04116"
Reading,Massachusetts,US,"42.52565 , -71.09533"
Revere,Massachusetts,US,"42.40843 , -71.01199"
Saugus,Massachusetts,US,"42.46482 , -71.01005"
Stoneham,Massachusetts,US,"42.4801 , -71.0995"
Wakefield,Massachusetts,US,"42.50648 , -71.07283"
Waltham,Massachusetts,US,"42.37649 , -71.23561"
Wellesley,Massachusetts,US,"42.29649 , -71.29256"
Weymouth,Massachusetts,US,"42.22093 , -70.93977"
Winchester,Massachusetts,US,"42.45232 , -71.137"
Woburn,Massachusetts,US,"42.47926 , -71.15228"
Hays,Kansas,US,"38.87918 , -99.32677"
Lawrence,Kansas,US,"38.97167 , -95.23525"
Manhattan,Kansas,US,"39.18361 , -96.57167"
Salina,Kansas,US,"38.84028 , -97.61142"
Topeka,Kansas,US,"39.04833 , -95.67804"
Aventura,Florida,US,"25.95648 , -80.13921"
Carol City,Florida,US,"25.94065 , -80.2456"
Coral Gables,Florida,US,"25.72149 , -80.26838"
Coral Terrace,Florida,US,"25.74593 , -80.3045"
Country Club,Florida,US,"25.94815 , -80.317"
Cutler Ridge,Florida,US,"25.58066 , -80.34672"
Doral,Florida,US,"25.81954 , -80.35533"
Golden Glades,Florida,US,"25.91176 , -80.20033"
Hialeah,Florida,US,"25.8576 , -80.27811"
Homestead,Florida,US,"25.46872 , -80.47756"
Kendale Lakes,Florida,US,"25.70816 , -80.407"
Kendall West,Florida,US,"25.7065 , -80.4388"
Key West,Florida,US,"24.55524 , -81.78163"
Leisure City,Florida,US,"25.49539 , -80.42922"
West Miami,Florida,US,"25.76343 , -80.29616"
North Miami Beach,Florida,US,"25.93315 , -80.16255"
Miami Lakes,Florida,US,"25.90871 , -80.30866"
Miramar,Florida,US,"25.98731 , -80.23227"
Norland,Florida,US,"25.94898 , -80.21227"
North Miami,Florida,US,"25.89009 , -80.18671"
North Miami Beach,Florida,US,"25.93315 , -80.16255"
Richmond West,Florida,US,"25.6105 , -80.42971"
Richmond Heights,Florida,US,"25.63149 , -80.36894"
South Miami Heights,Florida,US,"25.59761 , -80.38061"
Tamiami,Florida,US,"25.75871 , -80.39839"
West Little River,Florida,US,"25.85704 , -80.23699"
Westchester,Florida,US,"25.75482 , -80.32727"
American Fork,Utah,US,"40.3769 , -111.79576"
West Bountiful,Utah,US,"40.89383 , -111.90188"
Clearfield,Utah,US,"41.11078 , -112.02605"
Cottonwood Heights,Utah,US,"40.61967 , -111.81021"
Draper,Utah,US,"40.52467 , -111.86382"
East Millcreek,Utah,US,"40.69995 , -111.81049"
Kaysville,Utah,US,"41.03522 , -111.93855"
Kearns,Utah,US,"40.65995 , -111.99633"
Layton,Utah,US,"41.06022 , -111.97105"
Magna,Utah,US,"40.70911 , -112.10161"
Midvale,Utah,US,"40.61106 , -111.89994"
Millcreek,Utah,US,"40.68689 , -111.87549"
Murray,Utah,US,"40.66689 , -111.88799"
South Ogden,Utah,US,"41.19189 , -111.97133"
Orem,Utah,US,"40.2969 , -111.69465"
Pleasant Grove,Utah,US,"40.36412 , -111.73854"
Provo,Utah,US,"40.23384 , -111.65853"
Riverton,Utah,US,"40.52189 , -111.9391"
Roy,Utah,US,"41.16161 , -112.02633"
Salt Lake City,Utah,US,"40.76078 , -111.89105"
Sandy City,Utah,US,"40.59161 , -111.8841"
South Jordan,Utah,US,"40.56217 , -111.92966"
South Salt Lake,Utah,US,"40.71884 , -111.88827"
Spanish Fork,Utah,US,"40.11496 , -111.65492"
Springville,Utah,US,"40.16523 , -111.61075"
